transaction_id,account_id,customer_name,transaction_type,amount,transaction_date,branch,city,balance_after,customer_age,account_type
42990,113872,Mim Talukder,Transfer,7705.49,2023-07-19,Banani,Dhaka,942.95,21,Current
42991,101405,Olivia Akter,Online Purchase,10987.81,2025-07-22,Comilla Main,Comilla,79096.99,71,Fixed Deposit
42992,112285,Ahmed Chowdhury,Online Purchase,23345.36,2026-04-09,Motijheel,Dhaka,0,26,Savings
42993,103539,Michael Khan,Withdrawal,20430.53,2022-03-02,Gulshan,Dhaka,76532.36,53,Fixed Deposit
42994,114269,Robert Ahmed,Online Purchase,25775.96,2024-09-05,GEC Circle,Chattogram,171774.43,64,Current
42995,104386,Nusrat Johnson,ATM Withdrawal,221.68,2024-09-14,Rajshahi Main,Rajshahi,85593.7,43,Savings
42996,112467,David Uddin,Bill Payment,21080.0,2024-02-05,Sylhet Main,Sylhet,49023.95,56,Current
42997,102600,Sara Akter,Withdrawal,6329.07,2022-08-13,Uttara,Dhaka,49329.06,67,Fixed Deposit
42998,113741,Fatema Sarker,Bill Payment,15544.64,2023-01-10,Sylhet Main,Sylhet,55347.91,41,Current
42999,108222,Tanvir Williams,Deposit,36572.41,2023-11-30,Khulna Main,Khulna,98260.08,21,Current
43000,105291,Fatema Johnson,Online Purchase,29223.83,2023-07-11,Agrabad,Chattogram,0,48,Current
43001,111568,Emma Roy,Online Purchase,28094.64,2024-08-23,GEC Circle,Chattogram,97747.05,30,Fixed Deposit
43002,108463,Ahmed Miah,Transfer,28723.86,2022-03-22,Agrabad,Chattogram,124654.35,51,Savings
43003,104791,Jannat Hossain,Bill Payment,4671.52,2024-10-17,GEC Circle,Chattogram,57238.98,27,Fixed Deposit
43004,100509,Emma Ahmed,Bill Payment,29359.81,2022-09-07,Barisal Main,Barisal,28528.58,19,Current
43005,100730,Tanvir Williams,Loan Payment,37589.95,2023-05-05,Khulna Main,Khulna,140573.95,70,Fixed Deposit
43006,105030,Karim Johnson,Transfer,13877.58,2025-08-16,Dhanmondi,Dhaka,43803.92,46,Current
43007,114189,Rahim Ahmed,Online Purchase,51631.11,2024-07-15,GEC Circle,Chattogram,60444.78,66,Current
43008,112354,Rahim Islam,Withdrawal,2259.9,2025-12-08,Motijheel,Dhaka,114502.71,73,Current
43009,105489,Emma Uddin,Bill Payment,21648.57,2023-03-31,GEC Circle,Chattogram,70224.17,50,Fixed Deposit
43010,114337,Michael Khan,Bill Payment,7903.89,2026-02-05,Comilla Main,Comilla,270900.06,70,Savings
43011,105684,Sophia Islam,Withdrawal,12277.3,2025-10-24,Rajshahi Main,Rajshahi,38643.34,27,Fixed Deposit
43012,103261,Hasan Sarker,Transfer,4538.97,2024-01-24,GEC Circle,Chattogram,62790.99,47,Fixed Deposit
43013,105857,David Islam,Deposit,11952.86,2026-05-12,Gulshan,Dhaka,110075.38,64,Savings
43014,103165,Olivia Smith,Online Purchase,9283.89,2022-02-21,Uttara,Dhaka,87370.19,71,Current
43015,106662,Linda Hossain,Bill Payment,26178.01,2023-12-20,Sylhet Main,Sylhet,44813.61,22,Savings
43016,112198,James Miah,Deposit,23173.18,2022-01-24,Rajshahi Main,Rajshahi,147062.85,24,Current
43017,108547,Rakib Uddin,Online Purchase,7854.36,2025-01-01,Agrabad,Chattogram,34407.91,28,Fixed Deposit
43018,113074,Linda Johnson,Deposit,62091.42,2025-12-18,Banani,Dhaka,166715.27,35,Fixed Deposit
43019,107381,Mim Ahmed,Loan Payment,66535.78,2023-03-10,GEC Circle,Chattogram,12169.99,62,Current
43020,102820,William Johnson,Transfer,6245.74,2022-07-12,Barisal Main,Barisal,53547.2,51,Savings
43021,107302,David Rahman,ATM Withdrawal,6287.32,2022-02-24,Uttara,Dhaka,35342.25,20,Fixed Deposit
43022,107847,Rakib Williams,Online Purchase,19963.29,2026-06-25,Comilla Main,Comilla,2469.3,65,Fixed Deposit
43023,110015,Sultana Ahmed,Bill Payment,14831.1,2026-01-04,Uttara,Dhaka,131029.49,74,Fixed Deposit
43024,111556,Olivia Sheikh,Bill Payment,14794.65,2025-08-02,Barisal Main,Barisal,16268.54,36,Current
43025,104156,Linda Brown,Online Purchase,24110.92,2025-12-05,Agrabad,Chattogram,24819.39,33,Fixed Deposit
43026,112719,James Brown,Transfer,10801.28,2024-08-02,Motijheel,Dhaka,64082.18,65,Current
43027,111399,Arif Sheikh,Loan Payment,21995.12,2024-01-01,Khulna Main,Khulna,119520.93,47,Current
43028,112467,Priya Chowdhury,Loan Payment,7239.11,2025-10-14,Banani,Dhaka,58284.46,36,Savings
43029,110956,Arif Chowdhury,Loan Payment,34632.36,2022-06-10,Uttara,Dhaka,0,41,Current
43030,112860,Sara Sheikh,Withdrawal,17551.73,2024-03-09,Khulna Main,Khulna,202197.52,64,Fixed Deposit
43031,110115,William Miah,Deposit,21610.2,2026-01-18,Comilla Main,Comilla,146640.94,42,Fixed Deposit
43032,110465,William Talukder,Transfer,4434.41,2025-08-02,Sylhet Main,Sylhet,0,74,Current
43033,104194,Emma Talukder,Loan Payment,7180.79,2022-02-04,Sylhet Main,Sylhet,60551.21,64,Savings
43034,112347,John Brown,Bill Payment,34638.82,2023-04-07,Gulshan,Dhaka,29196.67,45,Fixed Deposit
43035,110141,Karim Chowdhury,Withdrawal,10951.66,2022-10-09,Khulna Main,Khulna,96972.91,18,Current
43036,112386,Michael Miah,ATM Withdrawal,8473.11,2024-06-11,Barisal Main,Barisal,156877.26,59,Savings
43037,104948,Mary Smith,Bill Payment,48245.0,2025-08-31,Agrabad,Chattogram,98169.62,61,Fixed Deposit
43038,113144,Rakib Talukder,Deposit,61426.09,2026-02-01,Rajshahi Main,Rajshahi,153217.14,54,Savings
43039,114768,Rakib Das,Withdrawal,11153.0,2023-09-14,Gulshan,Dhaka,184402.99,33,Savings
43040,114611,Mim Akter,ATM Withdrawal,7283.16,2023-01-17,Rajshahi Main,Rajshahi,18509.77,68,Savings
43041,100451,Olivia Islam,ATM Withdrawal,5301.41,2022-09-04,Uttara,Dhaka,30095.02,23,Fixed Deposit
43042,109868,William Akter,Transfer,12021.08,2022-12-03,Dhanmondi,Dhaka,87513.96,39,Savings
43043,104310,Olivia Miah,Withdrawal,4249.6,2025-11-17,Comilla Main,Comilla,96461.83,23,Current
43044,112354,William Roy,Withdrawal,15451.64,2024-10-10,Khulna Main,Khulna,109239.28,62,Current
43045,101588,Priya Williams,Transfer,6703.11,2025-08-02,Gulshan,Dhaka,45991.27,58,Fixed Deposit
43046,100503,Arif Das,Withdrawal,7044.0,2025-12-26,Banani,Dhaka,90649.53,55,Fixed Deposit
43047,101444,Robert Khan,Withdrawal,29436.18,2022-03-22,Rajshahi Main,Rajshahi,29172.09,18,Fixed Deposit
43048,108412,Ayesha Khan,Online Purchase,26297.74,2022-11-13,Khulna Main,Khulna,63020.37,36,Fixed Deposit
43049,111051,Hasan Sarker,Withdrawal,12741.85,2023-12-19,Sylhet Main,Sylhet,51935.06,26,Savings
43050,112681,James Rahman,Deposit,53913.9,2025-08-19,Sylhet Main,Sylhet,119759.76,26,Fixed Deposit
43051,103950,Fatema Johnson,Withdrawal,41666.63,2025-05-17,Barisal Main,Barisal,164315.01,75,Savings
43052,112353,Mim Roy,Online Purchase,16720.13,2022-12-22,Rajshahi Main,Rajshahi,40192.82,73,Savings
43053,108130,Fatema Brown,Online Purchase,3621.59,2023-11-29,Uttara,Dhaka,74579.51,22,Fixed Deposit
43054,107583,Olivia Johnson,Loan Payment,32717.87,2025-10-25,Sylhet Main,Sylhet,154069.49,29,Savings
43055,106913,Sophia Chowdhury,Transfer,8769.32,2022-12-08,Agrabad,Chattogram,190846.32,25,Fixed Deposit
43056,107793,Sophia Brown,Bill Payment,36041.09,2026-06-30,Motijheel,Dhaka,192477.8,63,Savings
43057,107162,Sophia Chowdhury,Withdrawal,16175.24,2025-08-17,GEC Circle,Chattogram,111618.84,67,Fixed Deposit
43058,101151,Olivia Rahman,ATM Withdrawal,6955.78,2024-09-13,Banani,Dhaka,75525.25,72,Current
43059,110038,Sultana Miah,Bill Payment,754.09,2022-01-10,Sylhet Main,Sylhet,161235.01,46,Savings
43060,100355,Karim Sarker,Deposit,24849.21,2026-01-20,Rajshahi Main,Rajshahi,48597.91,52,Savings
43061,102788,Linda Khan,Transfer,26901.62,2024-06-28,Barisal Main,Barisal,124767.2,25,Current
43062,108736,Sophia Islam,Online Purchase,7500.18,2022-12-30,Barisal Main,Barisal,155245.66,21,Savings
43063,112378,William Brown,Transfer,3373.21,2022-06-13,Sylhet Main,Sylhet,96565.36,37,Current
43064,109259,Linda Sarker,Online Purchase,2192.07,2022-09-08,Agrabad,Chattogram,62103.82,33,Current
43065,111296,Olivia Sheikh,Loan Payment,18266.6,2023-07-16,Gulshan,Dhaka,132174.82,63,Savings
43066,108862,Jannat Johnson,Bill Payment,2852.29,2024-01-29,Dhanmondi,Dhaka,74367.62,47,Current
43067,101082,Jannat Uddin,Loan Payment,58091.32,2023-03-06,Dhanmondi,Dhaka,103576.85,33,Current
43068,109227,John Roy,Withdrawal,7052.53,2023-03-03,Dhanmondi,Dhaka,153415.74,42,Fixed Deposit
43069,100384,Rakib Williams,Deposit,43444.78,2025-09-18,Rajshahi Main,Rajshahi,110693.65,55,Current
43070,100596,Tanvir Williams,ATM Withdrawal,11772.74,2025-07-16,Rajshahi Main,Rajshahi,41699.76,31,Fixed Deposit
43071,110985,William Brown,ATM Withdrawal,6768.59,2025-12-02,Dhanmondi,Dhaka,107955.78,69,Savings
43072,100146,Arif Sarker,Withdrawal,25345.84,2024-12-31,GEC Circle,Chattogram,35468.58,41,Fixed Deposit
43073,113117,Ayesha Williams,ATM Withdrawal,5431.1,2026-06-17,Uttara,Dhaka,31035.22,52,Savings
43074,101010,Linda Brown,Withdrawal,4436.16,2024-06-07,Sylhet Main,Sylhet,78493.16,49,Current
43075,104754,Linda Smith,ATM Withdrawal,7644.42,2024-02-14,Dhanmondi,Dhaka,54561.04,18,Fixed Deposit
43076,107076,Karim Rahman,Transfer,34093.5,2024-01-19,GEC Circle,Chattogram,7473.8,51,Current
43077,100182,Linda Uddin,Deposit,37814.58,2023-03-29,Comilla Main,Comilla,213427.66,70,Current
43078,107654,Linda Uddin,Withdrawal,1294.25,2024-09-07,Banani,Dhaka,170990.0,75,Fixed Deposit
43079,108207,Fatema Chowdhury,Bill Payment,21443.42,2025-09-12,Motijheel,Dhaka,21630.74,49,Current
43080,113140,Rahim Das,ATM Withdrawal,6254.83,2026-04-22,Comilla Main,Comilla,91767.5,21,Savings
43081,107828,Fatema Miah,Loan Payment,36441.51,2022-07-27,Dhanmondi,Dhaka,25621.6,60,Savings
43082,106715,Hasan Akter,Online Purchase,1072.2,2024-06-14,GEC Circle,Chattogram,113272.62,70,Fixed Deposit
43083,113972,Emma Talukder,ATM Withdrawal,6772.27,2022-10-28,Khulna Main,Khulna,65975.95,34,Savings
43084,112194,Nusrat Talukder,ATM Withdrawal,3607.7,2022-05-10,Uttara,Dhaka,78439.32,28,Fixed Deposit
43085,107944,Mim Akter,Withdrawal,15447.94,2022-11-21,Motijheel,Dhaka,5509.95,43,Fixed Deposit
43086,110513,Arif Brown,Loan Payment,12252.72,2022-12-03,Khulna Main,Khulna,168438.09,28,Current
43087,108601,Arif Uddin,Loan Payment,7918.9,2025-08-06,Banani,Dhaka,0,24,Savings
43088,109830,Rakib Smith,ATM Withdrawal,1178.64,2025-04-09,Uttara,Dhaka,92811.7,50,Savings
43089,106534,Michael Williams,Loan Payment,51720.29,2024-03-04,Dhanmondi,Dhaka,25032.92,20,Current
43090,106090,Rakib Ahmed,Online Purchase,644.41,2024-10-22,Dhanmondi,Dhaka,164175.52,44,Savings
43091,106982,Rakib Miah,Online Purchase,23462.48,2023-10-26,Comilla Main,Comilla,91610.17,43,Current
43092,114836,Sultana Das,Bill Payment,11521.44,2022-09-16,Uttara,Dhaka,25642.07,65,Fixed Deposit
43093,109319,Karim Khan,Bill Payment,7695.34,2023-09-05,Uttara,Dhaka,99046.65,40,Current
43094,113796,Rahim Johnson,Online Purchase,19412.66,2022-07-03,Barisal Main,Barisal,91012.61,48,Savings
43095,105846,Robert Brown,Online Purchase,4193.88,2022-12-06,Khulna Main,Khulna,130435.81,61,Fixed Deposit
43096,111316,Emma Sarker,Transfer,16758.19,2025-08-29,Khulna Main,Khulna,50958.75,40,Fixed Deposit
43097,106368,Emma Miah,Transfer,24229.54,2023-11-27,GEC Circle,Chattogram,0,56,Savings
43098,109171,David Sheikh,Deposit,44216.21,2024-12-27,Agrabad,Chattogram,113536.17,46,Current
43099,108190,Hasan Khan,Transfer,21863.8,2024-06-24,Rajshahi Main,Rajshahi,94849.52,71,Current
43100,107265,Emma Sheikh,Deposit,7797.53,2022-09-09,Khulna Main,Khulna,12675.21,70,Fixed Deposit
43101,101616,Tanvir Brown,Loan Payment,51543.49,2025-10-15,Comilla Main,Comilla,107218.15,53,Fixed Deposit
43102,113723,William Sheikh,Withdrawal,41839.09,2022-02-21,Khulna Main,Khulna,36006.14,66,Current
43103,106377,Linda Khan,Loan Payment,48356.22,2023-05-03,Uttara,Dhaka,14449.87,61,Savings
43104,111923,Mary Akter,Deposit,39922.04,2026-01-15,Agrabad,Chattogram,102887.8,65,Current
43105,111930,Karim Hossain,Loan Payment,5959.7,2026-05-02,GEC Circle,Chattogram,75699.56,42,Current
43106,111826,Karim Williams,Online Purchase,18203.45,2025-03-29,Agrabad,Chattogram,51866.49,64,Current
43107,101836,William Sheikh,Withdrawal,26981.24,2024-04-16,Sylhet Main,Sylhet,33475.1,42,Fixed Deposit
43108,104669,Mary Williams,Transfer,23163.34,2026-02-27,Comilla Main,Comilla,151110.32,19,Current
43109,104771,Mim Brown,Deposit,23761.07,2025-12-25,Sylhet Main,Sylhet,165266.27,71,Fixed Deposit
43110,103259,John Johnson,Transfer,11058.75,2025-11-10,Dhanmondi,Dhaka,0,18,Savings
43111,109411,Ayesha Chowdhury,Bill Payment,2135.39,2023-03-15,Comilla Main,Comilla,0,55,Fixed Deposit
43112,101976,David Islam,Online Purchase,33766.28,2022-05-26,Khulna Main,Khulna,125226.9,68,Fixed Deposit
43113,103828,Tanvir Das,Bill Payment,18947.57,2024-07-04,Rajshahi Main,Rajshahi,82992.74,46,Savings
43114,101998,Sophia Das,Withdrawal,14111.83,2025-01-08,Motijheel,Dhaka,0,29,Savings
43115,102760,Linda Miah,Transfer,11769.73,2024-06-20,Agrabad,Chattogram,95374.51,36,Current
43116,101815,Sara Khan,Transfer,21707.89,2026-04-29,Dhanmondi,Dhaka,13301.06,27,Savings
43117,111942,Sara Khan,Bill Payment,8846.15,2024-04-02,Rajshahi Main,Rajshahi,7143.04,64,Savings
43118,102219,Sophia Rahman,Bill Payment,24414.38,2024-06-22,Sylhet Main,Sylhet,90622.43,22,Fixed Deposit
43119,105818,Ahmed Rahman,Bill Payment,62706.95,2024-09-15,Khulna Main,Khulna,121509.19,32,Current
43120,107158,Sara Akter,ATM Withdrawal,1042.53,2025-04-27,Barisal Main,Barisal,65506.46,67,Fixed Deposit
43121,101243,Nusrat Johnson,Deposit,53961.36,2026-01-06,Gulshan,Dhaka,166765.14,21,Fixed Deposit
43122,106399,Jannat Talukder,Loan Payment,25165.41,2026-05-08,Gulshan,Dhaka,145638.48,38,Fixed Deposit
43123,111060,James Roy,Online Purchase,33238.54,2025-07-23,Agrabad,Chattogram,220902.01,19,Savings
43124,104001,Priya Miah,Online Purchase,26042.81,2023-10-26,Rajshahi Main,Rajshahi,97638.44,21,Fixed Deposit
43125,100876,Michael Smith,ATM Withdrawal,3120.42,2025-07-22,Gulshan,Dhaka,35689.31,57,Fixed Deposit
43126,111168,Arif Ahmed,Withdrawal,17980.67,2026-03-07,Uttara,Dhaka,29018.19,71,Savings
43127,103271,Sara Johnson,Deposit,19119.77,2022-09-05,Agrabad,Chattogram,95593.99,48,Savings
43128,100220,James Smith,Deposit,12647.1,2023-10-06,Gulshan,Dhaka,150709.09,37,Current
43129,105609,Sara Talukder,Deposit,15964.48,2025-07-26,Barisal Main,Barisal,98786.09,71,Savings
43130,101842,Emma Roy,Loan Payment,4230.48,2025-10-16,Comilla Main,Comilla,135396.91,73,Current
43131,111819,Sara Hossain,Withdrawal,3048.27,2026-04-14,Gulshan,Dhaka,89272.14,22,Savings
43132,101139,Rakib Hossain,Transfer,154.3,2026-05-23,Barisal Main,Barisal,149137.19,42,Savings
43133,111221,Olivia Islam,Withdrawal,16151.79,2025-08-10,Comilla Main,Comilla,54933.06,41,Fixed Deposit
43134,108122,Michael Ahmed,ATM Withdrawal,8354.7,2022-10-08,Uttara,Dhaka,78803.14,47,Savings
43135,103827,James Uddin,Online Purchase,7431.17,2023-10-28,Comilla Main,Comilla,54411.25,29,Current
43136,114637,Olivia Chowdhury,Withdrawal,19249.89,2023-12-22,Comilla Main,Comilla,72769.92,72,Current
43137,103892,Karim Brown,Withdrawal,7251.95,2022-11-14,Uttara,Dhaka,115354.17,45,Savings
43138,104727,Ayesha Johnson,Online Purchase,852.71,2022-09-16,Rajshahi Main,Rajshahi,111973.02,32,Fixed Deposit
43139,105328,Nusrat Smith,Deposit,70209.37,2024-10-27,Agrabad,Chattogram,55570.83,33,Current
43140,105448,Sophia Williams,Bill Payment,11847.47,2022-08-15,Comilla Main,Comilla,100693.4,21,Fixed Deposit
43141,108559,Mim Talukder,Online Purchase,9563.88,2025-01-09,Dhanmondi,Dhaka,0,41,Current
43142,106069,Sultana Brown,Loan Payment,25868.48,2025-08-20,Motijheel,Dhaka,81951.02,22,Current
43143,103593,Tanvir Miah,Loan Payment,11955.01,2024-04-15,Rajshahi Main,Rajshahi,113744.82,74,Current
43144,114186,Rahim Uddin,Withdrawal,45462.22,2024-05-24,GEC Circle,Chattogram,0,54,Savings
43145,107153,Arif Talukder,Withdrawal,23994.65,2025-09-28,Gulshan,Dhaka,0,37,Current
43146,105851,Jannat Khan,Transfer,25538.53,2023-09-11,Khulna Main,Khulna,0,35,Fixed Deposit
43147,111162,Rakib Smith,Loan Payment,5684.5,2024-12-10,Agrabad,Chattogram,76566.9,74,Fixed Deposit
43148,104813,Sultana Johnson,Online Purchase,9722.99,2023-10-29,Dhanmondi,Dhaka,102205.43,34,Fixed Deposit
43149,110669,Sultana Smith,Deposit,17575.58,2026-01-24,Agrabad,Chattogram,167020.26,74,Fixed Deposit
43150,100135,Sophia Rahman,Withdrawal,15406.84,2025-09-03,GEC Circle,Chattogram,64281.76,52,Savings
43151,101812,Arif Sarker,Deposit,12117.8,2023-01-05,Khulna Main,Khulna,120314.9,57,Fixed Deposit
43152,108464,Olivia Islam,Loan Payment,47853.17,2025-10-30,Khulna Main,Khulna,95424.48,53,Savings
43153,114518,Fatema Islam,Withdrawal,5006.05,2025-03-26,Uttara,Dhaka,84129.43,57,Current
43154,102108,Mary Chowdhury,Bill Payment,608.16,2024-03-22,Gulshan,Dhaka,75171.88,34,Current
43155,113506,Olivia Talukder,Transfer,15494.56,2026-01-31,Sylhet Main,Sylhet,34731.62,69,Current
43156,106099,Sara Rahman,Deposit,9131.89,2023-05-10,Khulna Main,Khulna,41031.68,51,Savings
43157,110917,Karim Ahmed,Bill Payment,21068.55,2023-02-20,Uttara,Dhaka,28925.27,67,Savings
43158,111358,James Johnson,ATM Withdrawal,5735.8,2024-03-24,Khulna Main,Khulna,5893.97,68,Current
43159,110225,Jannat Smith,Withdrawal,37472.23,2022-10-01,Comilla Main,Comilla,75434.98,36,Fixed Deposit
43160,100431,James Chowdhury,ATM Withdrawal,7957.33,2022-05-18,Sylhet Main,Sylhet,6097.09,72,Savings
43161,106836,David Johnson,Online Purchase,14858.34,2022-09-17,Uttara,Dhaka,151048.42,64,Fixed Deposit
43162,106918,Linda Miah,Bill Payment,8495.03,2022-03-01,Rajshahi Main,Rajshahi,0,67,Savings
43163,114837,James Akter,Withdrawal,45356.04,2025-10-05,Banani,Dhaka,28993.23,39,Fixed Deposit
43164,100148,David Uddin,Online Purchase,30513.92,2023-11-08,Khulna Main,Khulna,27476.87,26,Fixed Deposit
43165,110657,Sultana Brown,ATM Withdrawal,6110.53,2022-08-23,Barisal Main,Barisal,88976.03,75,Current
43166,104075,William Williams,Transfer,14909.04,2025-06-20,Uttara,Dhaka,138960.86,64,Fixed Deposit
43167,111130,Olivia Uddin,Online Purchase,19201.99,2023-12-12,Banani,Dhaka,29610.63,29,Current
43168,113568,Sophia Miah,Deposit,37589.58,2025-09-04,Agrabad,Chattogram,109397.3,38,Current
43169,103217,David Miah,Transfer,4849.95,2025-10-25,Dhanmondi,Dhaka,8951.78,24,Savings
43170,100779,Fatema Islam,Withdrawal,29730.32,2026-07-11,Comilla Main,Comilla,155962.3,43,Current
43171,105960,Sara Das,Deposit,19480.76,2025-04-07,Rajshahi Main,Rajshahi,57628.74,62,Current
43172,111798,Arif Uddin,Transfer,14407.21,2023-06-06,Barisal Main,Barisal,98236.56,48,Current
43173,103688,John Johnson,Online Purchase,28046.49,2022-07-21,Barisal Main,Barisal,143328.94,38,Current
43174,100820,Ayesha Smith,Loan Payment,1145.02,2025-10-03,Sylhet Main,Sylhet,0,67,Current
43175,105631,Ayesha Chowdhury,ATM Withdrawal,9500.72,2023-12-11,Rajshahi Main,Rajshahi,39065.89,35,Savings
43176,104627,Jannat Khan,Online Purchase,12812.98,2023-06-25,Sylhet Main,Sylhet,164398.29,69,Savings
43177,108064,Fatema Rahman,Online Purchase,14839.03,2025-07-21,GEC Circle,Chattogram,150320.26,62,Current
43178,109701,John Hossain,Online Purchase,10625.49,2022-11-23,Khulna Main,Khulna,127943.71,63,Savings
43179,109190,Hasan Uddin,ATM Withdrawal,917.67,2022-01-16,Barisal Main,Barisal,85527.91,26,Savings
43180,100639,Rakib Williams,Bill Payment,6728.48,2025-10-18,Barisal Main,Barisal,107677.86,52,Savings
43181,102217,Arif Akter,Bill Payment,19519.78,2022-09-26,Agrabad,Chattogram,128330.61,60,Current
43182,114342,Fatema Khan,Loan Payment,69173.36,2025-01-25,Khulna Main,Khulna,94740.43,61,Fixed Deposit
43183,108505,William Akter,Online Purchase,19541.03,2024-05-20,GEC Circle,Chattogram,64295.91,71,Savings
43184,105790,Rahim Talukder,Transfer,1102.54,2023-09-11,Barisal Main,Barisal,21747.63,56,Current
43185,114899,Rahim Sheikh,Bill Payment,30808.11,2026-03-31,Dhanmondi,Dhaka,237860.82,75,Savings
43186,103066,Arif Sarker,Bill Payment,16879.64,2026-06-14,GEC Circle,Chattogram,91139.65,27,Current
43187,109365,Ayesha Sarker,Bill Payment,36091.09,2026-07-04,Gulshan,Dhaka,126066.82,72,Current
43188,109013,Ayesha Khan,Online Purchase,41427.47,2024-07-17,Rajshahi Main,Rajshahi,75780.24,31,Savings
43189,110412,Hasan Uddin,Bill Payment,12676.25,2022-04-09,Comilla Main,Comilla,32136.71,20,Current
43190,107547,William Das,Bill Payment,20067.49,2025-11-12,Dhanmondi,Dhaka,80474.25,64,Fixed Deposit
43191,101474,Sultana Miah,Deposit,46631.72,2026-07-21,Khulna Main,Khulna,160519.97,43,Current
43192,102103,Priya Akter,Online Purchase,19680.54,2024-05-08,Comilla Main,Comilla,38635.22,57,Current
43193,107734,Sophia Johnson,Bill Payment,6478.59,2023-07-22,Comilla Main,Comilla,102600.22,64,Current
43194,100365,Ayesha Khan,Loan Payment,29255.4,2024-05-27,Comilla Main,Comilla,64106.81,46,Fixed Deposit
43195,105865,Sara Sheikh,Bill Payment,11258.04,2024-02-17,Gulshan,Dhaka,80393.91,65,Fixed Deposit
43196,106813,Robert Islam,Transfer,5942.27,2022-07-31,Comilla Main,Comilla,65906.52,42,Current
43197,107704,Arif Sarker,Withdrawal,20727.88,2024-06-27,Rajshahi Main,Rajshahi,32875.17,62,Current
43198,105298,Hasan Khan,Transfer,8772.38,2026-07-13,Barisal Main,Barisal,62481.19,35,Current
43199,106351,William Johnson,Deposit,44249.43,2022-11-28,Gulshan,Dhaka,41676.45,56,Current
43200,109581,William Akter,Transfer,28052.62,2022-11-29,Sylhet Main,Sylhet,132211.49,34,Current
43201,110423,William Khan,Transfer,1162.85,2022-09-18,Sylhet Main,Sylhet,92187.57,29,Fixed Deposit
43202,106646,Rakib Brown,Bill Payment,11435.42,2022-07-28,GEC Circle,Chattogram,103365.1,67,Savings
43203,100014,William Sheikh,Transfer,6078.57,2022-03-22,Uttara,Dhaka,42314.28,32,Savings
43204,103586,James Das,Transfer,9115.87,2024-06-22,Khulna Main,Khulna,84423.05,35,Fixed Deposit
43205,113936,James Sarker,Online Purchase,5340.36,2025-12-11,Uttara,Dhaka,51766.54,31,Fixed Deposit
43206,101243,Robert Chowdhury,Online Purchase,21961.62,2024-11-11,GEC Circle,Chattogram,0,38,Fixed Deposit
43207,108365,Ahmed Das,Withdrawal,28922.14,2022-04-20,Khulna Main,Khulna,67791.75,68,Fixed Deposit
43208,105192,Michael Brown,Bill Payment,27019.33,2022-07-08,Dhanmondi,Dhaka,0,62,Current
43209,105564,Sultana Sarker,Online Purchase,7874.98,2022-12-27,Dhanmondi,Dhaka,141838.93,41,Fixed Deposit
43210,101473,Arif Hossain,Online Purchase,5373.59,2023-03-24,Comilla Main,Comilla,131695.02,59,Savings
43211,114042,Jannat Talukder,Loan Payment,34270.08,2024-04-23,Motijheel,Dhaka,103411.94,67,Fixed Deposit
43212,114254,John Talukder,Bill Payment,5454.28,2024-07-16,Uttara,Dhaka,115233.01,66,Savings
43213,104249,Hasan Sarker,Bill Payment,996.41,2022-03-09,GEC Circle,Chattogram,88374.03,30,Fixed Deposit
43214,111128,Fatema Smith,Bill Payment,1448.48,2023-02-20,Khulna Main,Khulna,0,20,Current
43215,104450,John Johnson,Bill Payment,5656.49,2026-06-20,Gulshan,Dhaka,129696.23,32,Savings
43216,112878,Rakib Islam,Online Purchase,31805.23,2024-05-23,Dhanmondi,Dhaka,121850.44,27,Savings
43217,111373,Rahim Khan,Deposit,16762.57,2023-06-29,Sylhet Main,Sylhet,28890.25,28,Fixed Deposit
43218,101306,Mim Smith,Loan Payment,44729.89,2024-02-09,Comilla Main,Comilla,113688.15,30,Savings
43219,105556,Ahmed Ahmed,Withdrawal,11196.53,2023-11-10,Banani,Dhaka,146642.15,53,Current
43220,104680,Mary Sarker,Bill Payment,21259.47,2024-10-29,Rajshahi Main,Rajshahi,119575.2,22,Savings
43221,113318,Ayesha Khan,Bill Payment,16981.28,2023-12-23,Comilla Main,Comilla,97235.18,33,Savings
43222,109353,Karim Smith,Online Purchase,23968.26,2023-05-13,Sylhet Main,Sylhet,105479.17,25,Savings
43223,112206,Michael Sheikh,Online Purchase,18001.33,2025-08-20,Gulshan,Dhaka,169986.68,46,Current
43224,109022,Arif Sheikh,Online Purchase,12404.74,2024-02-02,Dhanmondi,Dhaka,154003.99,39,Fixed Deposit
43225,113254,Hasan Williams,Bill Payment,1578.78,2026-01-20,Banani,Dhaka,96421.16,44,Fixed Deposit
43226,112342,Jannat Williams,Transfer,23299.94,2022-06-29,Gulshan,Dhaka,22604.07,69,Current
43227,104292,John Khan,Transfer,46014.92,2025-12-05,Sylhet Main,Sylhet,0,36,Savings
43228,103694,Karim Khan,Bill Payment,13573.4,2025-02-19,Barisal Main,Barisal,56695.11,75,Savings
43229,111975,John Sheikh,Withdrawal,12801.91,2024-02-18,Uttara,Dhaka,74690.43,43,Current
43230,106041,Tanvir Hossain,ATM Withdrawal,6294.7,2025-05-18,Rajshahi Main,Rajshahi,158094.82,69,Current
43231,100496,Linda Das,Withdrawal,14383.33,2025-01-04,GEC Circle,Chattogram,100649.92,27,Fixed Deposit
43232,106447,Arif Rahman,Deposit,25439.59,2023-01-07,Dhanmondi,Dhaka,142085.4,55,Fixed Deposit
